customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
3957-SQXML,Female,False,True,True,34,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.950000762939453,894.2999877929688,False,25-48 months
5954-BDFSG,Female,False,False,False,72,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),107.5,7853.7001953125,False,49-72 months
0434-CSFON,Female,False,True,False,47,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.5,4707.10009765625,False,25-48 months
1215-FIGMP,Male,False,False,False,60,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),89.9000015258789,5450.7001953125,False,49-72 months
0526-SXDJP,Male,False,True,False,72,False,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,False,Bank transfer (automatic),42.099998474121094,2962.0,False,49-72 months
0557-ASKVU,Female,False,True,True,18,True,No,DSL,No,No,Yes,Yes,No,No,One year,True,Credit card (automatic),54.400001525878906,957.0999755859375,False,13-24 months
5698-BQJOH,Female,False,False,False,9,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,94.4000015258789,857.25,True,0-12 months
5122-CYFXA,Female,False,False,False,3,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,75.30000305175781,244.10000610351562,False,0-12 months
8627-ZYGSZ,Male,False,True,False,47,True,Yes,Fiber optic,No,Yes,No,No,No,No,One year,True,Electronic check,78.9000015258789,3650.35009765625,False,25-48 months
3410-YOQBQ,Female,False,False,False,31,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,79.19999694824219,2497.199951171875,False,25-48 months
3170-NMYVV,Female,False,True,True,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.149999618530273,930.9000244140625,False,49-72 months
7410-OIEDU,Male,False,False,False,10,True,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Mailed check,79.8499984741211,887.3499755859375,False,0-12 months
2273-QCKXA,Male,False,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,49.04999923706055,49.04999923706055,False,0-12 months
0731-EBJQB,Female,False,True,True,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,20.399999618530273,1090.6500244140625,False,49-72 months
1891-QRQSA,Male,True,True,True,64,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),111.5999984741211,7099.0,False,49-72 months
8028-PNXHQ,Male,False,True,True,62,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.25,1424.5999755859375,False,49-72 months
5630-AHZIL,Female,False,False,True,3,True,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),64.5,177.39999389648438,False,0-12 months
2673-CXQEU,Female,True,False,False,56,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,False,Electronic check,110.5,6139.5,False,49-72 months
6416-JNVRK,Female,False,False,False,46,True,No,DSL,No,No,No,No,No,Yes,One year,False,Credit card (automatic),55.650001525878906,2688.85009765625,False,25-48 months
5590-ZSKRV,Female,False,True,True,8,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Mailed check,54.650001525878906,482.25,False,0-12 months
0191-ZHSKZ,Male,True,False,False,30,True,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,74.75,2111.300048828125,False,25-48 months
3887-PBQAO,Female,False,True,True,45,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),25.899999618530273,1216.5999755859375,False,25-48 months
5919-TMRGD,Female,False,False,True,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.3499984741211,79.3499984741211,True,0-12 months
8108-UXRQN,Female,False,True,True,11,False,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,50.54999923706055,565.3499755859375,False,0-12 months
9191-MYQKX,Female,False,True,False,7,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),75.1500015258789,496.8999938964844,True,0-12 months
9919-YLNNG,Female,False,False,False,42,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),103.80000305175781,4327.5,False,25-48 months
0318-ZOPWS,Female,False,True,False,49,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.149999618530273,973.3499755859375,False,49-72 months
4445-ZJNMU,Male,False,False,False,9,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.30000305175781,918.75,False,0-12 months
4808-YNLEU,Female,False,True,False,35,True,No,DSL,Yes,No,No,No,Yes,No,One year,True,Bank transfer (automatic),62.150001525878906,2215.449951171875,False,25-48 months
1862-QRWPE,Female,False,True,True,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.649999618530273,1057.0,False,25-48 months
2796-NNUFI,Female,False,True,True,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.950000762939453,927.0999755859375,False,25-48 months
3016-KSVCP,Male,False,True,False,29,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,False,Mailed check,33.75,1009.25,False,25-48 months
4767-HZZHQ,Male,False,True,True,30,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),82.05000305175781,2570.199951171875,False,25-48 months
2424-WVHPL,Male,True,False,False,1,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,False,Electronic check,74.69999694824219,74.69999694824219,False,0-12 months
7233-PAHHL,Male,False,True,True,66,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Mailed check,84.0,5714.25,False,49-72 months
6067-NGCEU,Female,False,False,False,65,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),111.05000305175781,7107.0,False,49-72 months
9848-JQJTX,Male,False,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),100.9000015258789,7459.0498046875,False,49-72 months
8637-XJIVR,Female,False,False,False,12,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,78.94999694824219,927.3499755859375,True,0-12 months
9803-FTJCG,Male,False,True,True,71,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,True,Credit card (automatic),66.8499984741211,4748.7001953125,False,49-72 months
0278-YXOOG,Male,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,21.049999237060547,113.8499984741211,True,0-12 months
3212-KXOCR,Male,False,False,False,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),21.0,1107.199951171875,False,49-72 months
4598-XLKNJ,Female,True,True,False,25,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.5,2514.5,True,25-48 months
6380-ARCEH,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.200000762939453,20.200000762939453,False,0-12 months
3679-XASPY,Female,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.450000762939453,19.450000762939453,False,0-12 months
7123-WQUHX,Male,False,False,False,38,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),95.0,3605.60009765625,False,25-48 months
5386-THSLQ,Female,True,True,False,66,False,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,False,Bank transfer (automatic),45.54999923706055,3027.25,False,49-72 months
3192-NQECA,Male,False,True,False,68,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),110.0,7611.85009765625,True,49-72 months
6180-YBIQI,Male,False,False,False,5,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.299999237060547,100.19999694824219,False,0-12 months
6728-DKUCO,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,True,Electronic check,104.1500015258789,7303.0498046875,False,49-72 months
9750-BOOHV,Female,False,False,False,32,False,No phone service,DSL,Yes,No,No,No,No,No,One year,False,Mailed check,30.149999618530273,927.6500244140625,False,25-48 months
8597-CWYHH,Male,False,False,False,43,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,False,Mailed check,94.3499984741211,3921.300048828125,False,25-48 months
2848-YXSMW,Male,False,True,True,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.399999618530273,1363.25,False,49-72 months
0486-HECZI,Male,False,True,False,55,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,96.75,5238.89990234375,True,49-72 months
4549-ZDQYY,Female,False,False,False,52,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,False,Credit card (automatic),57.95000076293945,3042.25,False,49-72 months
5712-AHQNN,Female,False,False,False,43,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,91.6500015258789,3954.10009765625,False,25-48 months
4846-WHAFZ,Female,True,True,False,37,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.5,2868.14990234375,True,25-48 months
5256-SKJGO,Female,False,True,True,64,False,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,True,Electronic check,54.599998474121094,3423.5,False,49-72 months
3071-VBYPO,Male,False,True,True,3,True,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,89.8499984741211,248.39999389648438,False,0-12 months
9560-BBZXK,Female,False,False,False,36,False,No phone service,DSL,Yes,No,No,No,No,No,Two year,False,Bank transfer (automatic),31.049999237060547,1126.3499755859375,False,25-48 months
5299-RULOA,Female,False,True,True,10,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.25,1064.6500244140625,True,0-12 months
8402-OOOHJ,Female,False,False,False,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.649999618530273,835.1500244140625,False,25-48 months
9445-ZUEQE,Male,False,True,True,27,True,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Credit card (automatic),85.19999694824219,2151.60009765625,False,25-48 months
1091-SOZGA,Female,False,True,True,56,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),99.80000305175781,5515.4501953125,False,49-72 months
2928-HLDBA,Female,False,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.700000762939453,112.75,False,0-12 months
0404-SWRVG,Male,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.4000015258789,229.5500030517578,True,0-12 months
6497-TILVL,Female,False,True,True,7,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,50.70000076293945,350.3500061035156,False,0-12 months
7219-TLZHO,Female,False,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.850000381469727,62.900001525878906,False,0-12 months
4622-YNKIJ,Male,False,False,False,33,True,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,True,Electronic check,88.94999694824219,3027.64990234375,False,25-48 months
4412-YLTKF,Female,True,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,78.05000305175781,2135.5,True,25-48 months
6734-PSBAW,Male,False,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),23.549999237060547,1723.949951171875,False,49-72 months
3930-ZGWVE,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.75,19.75,False,0-12 months
2639-UGMAZ,Male,True,False,False,71,False,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,True,Electronic check,56.45000076293945,3985.35009765625,False,49-72 months
2876-GZYZC,Female,False,False,False,13,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.94999694824219,1215.6500244140625,False,13-24 months
6207-WIOLX,Female,False,True,True,25,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),58.599998474121094,1502.6500244140625,True,25-48 months
8587-XYZSF,Male,False,False,False,67,True,No,DSL,No,No,No,Yes,No,No,Two year,False,Bank transfer (automatic),50.54999923706055,3260.10009765625,False,49-72 months
3091-FYHKI,Male,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,35.45000076293945,35.45000076293945,True,0-12 months
2372-HWUHI,Male,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.349998474121094,81.25,True,0-12 months
7799-LGRDP,Female,False,False,False,43,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.700000762939453,1188.199951171875,False,25-48 months
7850-VWJUU,Female,False,False,False,23,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,False,13-24 months
3774-VBNXY,Female,False,True,True,64,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.200000762939453,1277.75,False,49-72 months
6217-KDYWC,Male,False,False,True,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.600000381469727,1170.550048828125,False,49-72 months
0390-DCFDQ,Female,True,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.44999694824219,70.44999694824219,True,0-12 months
3146-MSEGF,Female,True,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),88.05000305175781,6425.64990234375,False,49-72 months
4080-OGPJL,Female,False,False,False,8,True,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,False,Electronic check,71.1500015258789,563.6500244140625,True,0-12 months
1095-WGNGG,Female,False,True,False,61,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,True,Bank transfer (automatic),101.05000305175781,5971.25,False,49-72 months
2636-SJDOU,Male,False,False,False,64,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,True,Credit card (automatic),84.30000305175781,5289.0498046875,False,49-72 months
1131-QQZEB,Male,True,True,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),23.950000762939453,1756.199951171875,False,49-72 months
5716-EZXZN,Female,False,True,True,65,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,True,Credit card (automatic),99.05000305175781,6416.7001953125,False,49-72 months
6837-BJYDQ,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.600000381469727,61.349998474121094,False,0-12 months
2135-RXIHG,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.650001525878906,45.650001525878906,True,0-12 months
6440-DKQGE,Male,False,False,True,30,True,No,DSL,No,Yes,Yes,No,Yes,No,One year,False,Credit card (automatic),64.5,1929.949951171875,False,25-48 months
3466-BYAVD,Male,False,True,True,15,True,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,True,Mailed check,69.5,1071.4000244140625,False,13-24 months
3780-YVMFA,Female,False,True,True,8,True,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,68.55000305175781,564.3499755859375,False,0-12 months
3874-EQOEP,Male,False,False,False,7,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,95.0,655.5,True,0-12 months
1679-JRFBR,Female,False,True,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),108.1500015258789,7930.5498046875,False,49-72 months
9073-ZZIAY,Male,False,True,True,62,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,86.0999984741211,5215.25,False,49-72 months
3077-RSNTJ,Female,False,True,True,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.700000762939453,113.5,False,0-12 months
6551-GNYDG,Female,False,True,True,14,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),80.9000015258789,1152.800048828125,False,13-24 months
